county_fips,state_po,year,democrats,green,libertarian,other,republican
33007,NH,2020,47985,463,258,2064,44941
33009,NH,2020,167468,1783,881,6436,113179
33011,NH,2020,600802,5465,3972,24248,582180
33013,NH,2020,249162,2343,1561,9323,212007
33015,NH,2020,480988,5213,2876,18263,504072
33017,NH,2020,208973,2273,1386,8201,158244
33019,NH,2020,67673,845,482,2927,60188
34001,NJ,2020,376788,2555,958,6840,298632
34003,NJ,2020,1365647,11063,2852,22895,1077698
34005,NJ,2020,743833,5499,2206,13915,537834
34007,NJ,2020,899654,6905,1884,13556,446024
34009,NJ,2020,130905,1431,311,3158,167299
34011,NJ,2020,185550,1143,397,4300,139667
34013,NJ,2020,1373767,6619,1296,14171,427336
34015,NJ,2020,432782,3642,1616,9583,373003
34017,NJ,2020,898270,5218,1252,12024,316920
34019,NJ,2020,172444,2869,985,5766,231742
34021,NJ,2020,614446,5125,1427,10578,298686
34023,NJ,2020,1125287,10155,2554,19354,717462
34025,NJ,2020,865603,10473,2708,20299,949418
34027,NJ,2020,667656,7338,2436,15720,770790
34029,NJ,2020,621038,8404,2469,15543,961858
34031,NJ,2020,660325,4557,1103,10363,438229
34033,NJ,2020,84613,807,406,2467,92336
34035,NJ,2020,473483,4396,1641,10350,406422
34037,NJ,2020,158980,2751,1094,6472,260948
34039,NJ,2020,830203,5737,1427,11571,446269
34041,NJ,2020,116142,2069,655,4174,169585
35001,NM,2020,891182,9888,4829,59765,644465
35003,NM,2020,3150,64,17,329,8754
35005,NM,2020,39782,377,268,3127,81418
35006,NM,2020,27314,213,99,1727,19528
35007,NM,2020,16535,188,87,1073,17042
35009,NM,2020,23132,200,245,1933,57279
35011,NM,2020,1700,13,11,152,3856
35013,NM,2020,218999,1573,1129,11527,164377
35015,NM,2020,37938,300,239,2544,79287
35017,NM,2020,41866,628,159,2182,33701
35019,NM,2020,7665,32,21,396,4151
35021,NM,2020,1328,9,3,95,2061
35023,NM,2020,5295,34,13,288,5900
35025,NM,2020,24680,219,214,2106,79508
35027,NM,2020,16851,201,113,1439,35328
35028,NM,2020,33486,382,360,3158,28930
35029,NM,2020,20967,224,73,1194,22985
35031,NM,2020,87350,594,266,4363,37254
35033,NM,2020,10736,62,14,375,4328
35035,NM,2020,41946,446,387,3609,75989
35037,NM,2020,8010,68,41,622,14368
35039,NM,2020,62672,436,119,2524,25134
35041,NM,2020,11130,113,138,1030,25631
35043,NM,2020,164520,1561,1187,12279,147710
35045,NM,2020,91654,1174,827,8663,168497
35047,NM,2020,49566,401,115,1884,16043
35049,NM,2020,298853,3618,758,11163,96408
35051,NM,2020,11808,168,66,1034,18380
35053,NM,2020,23108,318,113,1760,18494
35055,NM,2020,67609,1210,152,2977,18448
35057,NM,2020,13898,192,105,1553,22667
35059,NM,2020,2530,21,11,276,7790
35061,NM,2020,75070,750,406,5842,81817
32001,NV,2020,16609,189,282,2007,44662
32003,NV,2020,2172572,7942,8755,96886,1723266
32005,NV,2020,54105,593,407,4401,96347
32007,NV,2020,21600,221,374,3584,76231
32009,NV,2020,548,14,6,137,2044
32011,NV,2020,723,15,6,206,4040
32013,NV,2020,9210,137,104,1230,25328
32015,NV,2020,2819,37,36,432,10293
32017,NV,2020,2412,40,17,493,9878
32019,NV,2020,39995,382,461,3873,80991
32021,NV,2020,5253,81,35,544,7373
32023,NV,2020,36068,332,243,3687,66345
32027,NV,2020,3296,46,15,446,7938
32029,NV,2020,5211,79,34,448,8352
32031,NV,2020,547449,4209,3524,34403,521929
32033,NV,2020,5927,86,43,969,16002
32510,NV,2020,61054,605,432,4915,77306
36001,NY,2020,532296,7961,1523,35167,289680
36003,NY,2020,36540,745,338,4864,70380
36005,NY,2020,1924620,5685,775,40115,263883
36007,NY,2020,263274,4258,1104,21592,238574
36009,NY,2020,74507,1207,450,8683,111682
36011,NY,2020,97848,1633,399,9844,95399
36013,NY,2020,147155,2091,756,16198,179090
36015,NY,2020,99549,1312,560,7857,117042
36017,NY,2020,51922,976,316,5276,65839
36019,NY,2020,104293,1326,279,8764,81341
36021,NY,2020,97194,1892,357,8936,78635
36023,NY,2020,61011,1056,295,5613,59168
36025,NY,2020,49988,914,268,4989,67075
36027,NY,2020,385750,6131,1247,32744,348553
36029,NY,2020,1446993,20152,4439,107098,1047702
36031,NY,2020,53868,921,173,4913,49135
36033,NY,2020,54809,735,173,4306,45542
36035,NY,2020,50686,741,248,5246,73855
36037,NY,2020,57290,1033,456,7875,94470
36039,NY,2020,53072,1045,305,6596,72631
36041,NY,2020,6678,140,41,815,12947
36043,NY,2020,64547,1067,298,6376,91766
36045,NY,2020,98654,1215,537,9246,122486
36047,NY,2020,3519246,23955,2504,110920,864450
36049,NY,2020,25236,370,126,2757,39843
36051,NY,2020,69512,1181,460,8330,96272
36053,NY,2020,79079,1277,476,8771,91252
36055,NY,2020,1137310,13049,4865,90876,835470
36057,NY,2020,51182,574,242,5362,63331
36059,NY,2020,2018213,16704,3594,106335,1642105
36061,NY,2020,3199492,33617,3329,93749,509634
36063,NY,2020,264153,3628,1133,24399,278012
36065,NY,2020,241438,3548,1184,23336,295577
36067,NY,2020,720532,9490,2554,52281,500398
36069,NY,2020,138690,2070,987,13865,151654
36071,NY,2020,421842,4716,1388,31600,429548
36073,NY,2020,33901,524,313,4299,59353
36075,NY,2020,131311,1983,697,14036,148931
36077,NY,2020,72388,1555,409,6635,75154
36079,NY,2020,121888,1892,411,11731,148627
36081,NY,2020,2835131,16689,2483,83483,896768
36083,NY,2020,218361,3665,1016,21587,189821
36085,NY,2020,460091,4212,909,29603,526940
36087,NY,2020,410516,3825,650,24090,357776
36089,NY,2020,123602,1689,437,9856,108808
36091,NY,2020,317753,4660,1737,28213,313982
36093,NY,2020,220449,3102,923,18946,170367
36095,NY,2020,31558,626,282,4178,48909
36097,NY,2020,20962,420,130,2429,28119
36099,NY,2020,40360,633,193,3977,42184
36101,NY,2020,89169,1412,570,9699,150937
36103,NY,2020,1919166,20196,4458,143532,1809642
36105,NY,2020,88314,1279,247,7361,86944
36107,NY,2020,54461,938,416,5372,77329
36109,NY,2020,164673,4913,474,12808,70475
36111,NY,2020,280139,6350,879,24484,198376
36113,NY,2020,86537,1381,424,7914,93010
36115,NY,2020,64333,1125,340,6834,77621
36117,NY,2020,94915,1386,656,11941,133898
36119,NY,2020,1524887,12876,2569,65974,845453
36121,NY,2020,32542,611,267,4565,68580
36123,NY,2020,25051,426,165,2657,33024
39001,OH,2020,20489,162,92,1131,46341
39003,OH,2020,95356,760,590,4483,184278
39005,OH,2020,45102,563,345,3380,97281
39007,OH,2020,124796,1109,559,4935,126434
39009,OH,2020,102326,1663,299,4390,61051
39011,OH,2020,32657,372,260,2127,103802
39013,OH,2020,81935,723,285,3641,105062
39015,OH,2020,36455,269,182,1788,77835
39017,OH,2020,359297,2708,2177,15563,628337
39019,OH,2020,29629,271,156,1978,48838
39021,OH,2020,37007,346,260,1882,70344
39023,OH,2020,172178,1347,829,6278,202285
39025,OH,2020,169688,1303,1513,8839,378930
39027,OH,2020,31320,325,270,1714,76507
39029,OH,2020,111577,1217,607,5285,165796
39031,OH,2020,35239,295,227,1947,57695
39033,OH,2020,39830,536,278,2466,78766
39035,OH,2020,2528282,16956,4593,46474,1191130
39037,OH,2020,39581,452,331,2494,110538
39039,OH,2020,40630,365,272,2303,66242
39041,OH,2020,216734,1212,1630,8712,328677
39043,OH,2020,117631,872,522,3715,110898
39045,OH,2020,159084,1115,1033,7010,253945
39047,OH,2020,22061,165,132,914,44250
39049,OH,2020,1929180,10702,7718,55142,1280147
39051,OH,2020,46735,376,299,2623,78052
39053,OH,2020,25188,215,132,1324,52552
39055,OH,2020,114846,1405,534,4465,179830
39057,OH,2020,185126,1592,1458,8190,285690
39059,OH,2020,38422,405,177,2008,61184
39061,OH,2020,1267633,9222,5211,35918,1166563
39063,OH,2020,66941,592,580,4137,141442
39065,OH,2020,25060,243,192,1598,49464
39067,OH,2020,17220,192,59,989,26472
39069,OH,2020,29273,258,175,1714,54707
39071,OH,2020,32000,245,146,1786,74956
39073,OH,2020,30690,291,162,1612,43482
39075,OH,2020,14292,172,125,1266,51158
39077,OH,2020,56801,560,387,3227,88246
39079,OH,2020,27930,222,144,1464,52924
39081,OH,2020,89220,897,357,4339,110760
39083,OH,2020,55205,452,374,3148,105851
39085,OH,2020,325292,3166,1284,11780,369359
39087,OH,2020,59887,402,259,2322,97049
39089,OH,2020,181775,1498,1279,8636,289338
39091,OH,2020,37470,449,272,2233,87722
39093,OH,2020,448130,3183,1677,14067,373964
39095,OH,2020,746592,4227,2605,20787,461555
39097,OH,2020,35341,299,269,1846,66423
39099,OH,2020,423535,3322,966,10756,290651
39101,OH,2020,63871,588,414,3218,96491
39103,OH,2020,214590,1960,1144,8941,303547
39105,OH,2020,20984,226,111,1195,39558
39107,OH,2020,28341,392,204,1911,96753
39109,OH,2020,96733,879,782,5161,206515
39111,OH,2020,17855,149,54,979,23514
39113,OH,2020,797790,4690,3418,24621,754616
39115,OH,2020,14375,177,64,805,23299
39117,OH,2020,30223,305,257,1941,64274
39119,OH,2020,87661,882,459,4115,131982
39121,OH,2020,11946,154,25,830,23973
39123,OH,2020,61444,432,292,2378,70429
39125,OH,2020,19003,242,124,1195,35672
39127,OH,2020,35682,334,170,1660,52228
39129,OH,2020,47770,276,295,2303,90811
39131,OH,2020,29278,176,123,1178,40758
39133,OH,2020,221487,2340,906,8388,219879
39135,OH,2020,35677,404,243,2039,84474
39137,OH,2020,24171,254,247,1888,85373
39139,OH,2020,127356,1306,680,6337,212993
39141,OH,2020,75576,421,345,3313,103632
39143,OH,2020,74466,587,448,3629,93054
39145,OH,2020,79035,590,262,2894,108924
39147,OH,2020,60580,666,357,3522,88725
39149,OH,2020,35495,392,290,2121,100758
39151,OH,2020,501118,4032,2163,19954,555173
39153,OH,2020,870403,5955,3003,23372,673632
39155,OH,2020,337666,2749,913,10401,258291
39157,OH,2020,99715,1061,494,5173,143446
39159,OH,2020,48130,336,535,2853,99169
39161,OH,2020,23274,216,201,1378,60229
39163,OH,2020,12269,110,47,732,20363
39165,OH,2020,191291,1067,1747,9743,430236
39167,OH,2020,64146,571,372,2883,109946
39169,OH,2020,107776,1171,665,5612,186402
39171,OH,2020,36575,347,285,2114,67299
39173,OH,2020,177110,1536,992,8108,188703
39175,OH,2020,20950,191,155,1357,41749
40001,OK,2020,11871,0,62,531,27865
40003,OK,2020,2234,0,31,168,11782
40005,OK,2020,8025,0,49,200,21207
40007,OK,2020,1511,0,15,104,12586
40009,OK,2020,9389,0,100,374,33876
40011,OK,2020,6026,0,44,290,17777
40013,OK,2020,25533,0,230,723,56348
40015,OK,2020,19846,0,97,628,36921
40017,OK,2020,68458,0,1168,4412,211565
40019,OK,2020,32108,0,196,1026,75751
40021,OK,2020,40700,0,320,1478,55052
40023,OK,2020,10941,0,34,226,21835
40025,OK,2020,819,0,10,76,6606
40027,OK,2020,224907,0,2278,10065,366193
40029,OK,2020,4385,0,34,133,9963
40031,OK,2020,75844,0,699,2457,116152
40033,OK,2020,4130,0,34,178,10890
40035,OK,2020,11361,0,88,392,23095
40037,OK,2020,47546,0,438,2018,116470
40039,OK,2020,15408,0,197,777,45540
40041,OK,2020,27169,0,136,880,63375
40043,OK,2020,2090,0,12,84,11188
40045,OK,2020,1688,0,18,98,9699
40047,OK,2020,31723,0,371,1712,97810
40049,OK,2020,17203,0,115,620,44912
40051,OK,2020,30339,0,287,1419,90058
40053,OK,2020,2755,0,24,124,10966
40055,OK,2020,3263,0,24,133,8795
40057,OK,2020,1860,0,6,46,4408
40059,OK,2020,1306,0,18,66,7941
40061,OK,2020,9202,0,37,263,19127
40063,OK,2020,9576,0,41,254,18497
40065,OK,2020,12084,0,137,463,37660
40067,OK,2020,4396,0,26,117,10088
40069,OK,2020,7432,0,37,223,16598
40071,OK,2020,29947,0,265,1275,75624
40073,OK,2020,5873,0,64,274,31242
40075,OK,2020,6755,0,33,185,14905
40077,OK,2020,7852,0,35,239,16299
40079,OK,2020,29624,0,214,922,70255
40081,OK,2020,19997,0,187,994,60426
40083,OK,2020,29523,0,373,1409,73772
40085,OK,2020,6805,0,36,191,15354
40087,OK,2020,20642,0,236,1028,67560
40089,OK,2020,16330,0,64,457,47594
40091,OK,2020,18947,0,78,520,29225
40093,OK,2020,2763,0,39,218,17482
40095,OK,2020,9533,0,50,262,22575
40097,OK,2020,31127,0,197,1089,61253
40099,OK,2020,9768,0,75,367,22413
40101,OK,2020,62355,0,319,1758,87206
40103,OK,2020,6972,0,73,354,22128
40105,OK,2020,7472,0,54,266,17668
40107,OK,2020,8132,0,49,299,15288
40109,OK,2020,656589,0,5272,24697,913338
40111,OK,2020,34918,0,181,922,49230
40113,OK,2020,41409,0,257,1181,69705
40115,OK,2020,23780,0,134,687,42615
40117,OK,2020,11582,0,103,448,26559
40119,OK,2020,58911,0,673,2946,104196
40121,OK,2020,32846,0,198,1130,68845
40123,OK,2020,26765,0,261,1050,56877
40125,OK,2020,45789,0,431,2146,102541
40127,OK,2020,7627,0,33,224,19086
40129,OK,2020,1701,0,24,86,8702
40131,OK,2020,60142,0,655,2750,162929
40133,OK,2020,17229,0,109,492,31715
40135,OK,2020,26078,0,152,789,57524
40137,OK,2020,26699,0,224,916,81550
40139,OK,2020,5637,0,89,374,29806
40141,OK,2020,5777,0,24,145,12223
40143,OK,2020,547596,0,4859,20081,895861
40145,OK,2020,49189,0,503,2070,123573
40147,OK,2020,36184,0,445,1853,95365
40149,OK,2020,5964,0,59,277,21713
40151,OK,2020,4824,0,66,264,17650
40153,OK,2020,7769,0,125,502,36567
41001,OR,2020,14128,322,144,1841,36793
41003,OR,2020,168656,2798,1142,11334,92863
41005,OR,2020,611657,7368,4736,40111,546318
41007,OR,2020,61487,1069,437,4480,48250
41009,OR,2020,72290,1128,787,6600,72789
41011,OR,2020,77940,1581,572,7035,103638
41013,OR,2020,18672,300,231,2175,45152
41015,OR,2020,29523,666,228,2618,42823
41017,OR,2020,237426,3221,2097,17908,256754
41019,OR,2020,102981,2026,1182,10800,205825
41021,OR,2020,2093,38,17,222,4226
41023,OR,2020,4896,110,77,832,18748
41025,OR,2020,4964,93,63,834,17203
41027,OR,2020,37293,700,199,2118,21766
41029,OR,2020,275002,4844,2168,21264,318373
41031,OR,2020,20280,304,210,1767,30316
41033,OR,2020,91347,2006,795,9601,153747
41035,OR,2020,51075,1013,637,6076,125342
41037,OR,2020,4667,118,63,670,17807
41039,OR,2020,640160,11594,3906,40957,410406
41041,OR,2020,82159,1649,462,5446,58582
41043,OR,2020,123670,2020,1594,13304,190608
41045,OR,2020,16127,304,221,2090,45136
41047,OR,2020,363953,5523,3272,28547,388971
41049,OR,2020,7558,100,126,895,16304
41051,OR,2020,1662419,24022,5726,75868,483538
41053,OR,2020,100570,1413,981,8323,112701
41055,OR,2020,1882,37,24,183,4338
41057,OR,2020,39711,702,261,3049,39111
41059,OR,2020,53141,745,740,5593,100290
41061,OR,2020,24094,482,241,2693,50661
41063,OR,2020,7591,124,76,906,18303
41065,OR,2020,32809,588,296,2645,34675
41067,OR,2020,851828,8411,6398,55115,558743
41069,OR,2020,1366,29,25,213,3541
41071,OR,2020,118358,1740,1448,10976,139268
42001,PA,2020,90596,696,810,3377,171157
42003,PA,2020,2221397,10575,8344,47463,1583476
42005,PA,2020,58970,485,424,2213,124090
42007,PA,2020,229278,1450,1241,6225,260572
42009,PA,2020,30349,265,182,1060,105607
42011,PA,2020,486849,3494,2909,15247,529972
42013,PA,2020,101562,693,653,3641,214595
42015,PA,2020,49846,600,513,2288,100810
42017,PA,2020,1007676,6294,4155,24632,934951
42019,PA,2020,182029,1287,1438,7081,354590
42021,PA,2020,160196,1369,759,5189,219550
42023,PA,2020,4341,50,29,250,9024
42025,PA,2020,68083,574,433,2711,89424
42027,PA,2020,205411,1623,1066,6751,197944
42029,PA,2020,777953,4302,3565,18089,704056
42031,PA,2020,32417,293,237,1481,69578
42033,PA,2020,68785,570,546,2679,131696
42035,PA,2020,34421,307,221,1259,50830
42037,PA,2020,63287,663,541,2373,94962
42039,PA,2020,83821,854,521,3385,136020
42041,PA,2020,270984,1749,2138,9311,397286
42043,PA,2020,378318,2059,1977,9400,361886
42045,PA,2020,1022109,5348,2976,18758,675635
42047,PA,2020,33484,352,244,1237,51639
42049,PA,2020,397529,2980,1928,10106,332713
42051,PA,2020,143499,798,468,3465,172974
42053,PA,2020,5120,57,36,190,9256
42055,PA,2020,111535,761,1116,4315,267038
42057,PA,2020,7783,77,68,378,30499
42059,PA,2020,37978,337,179,1142,53421
42061,PA,2020,32966,340,286,1393,77813
42063,PA,2020,85198,711,475,2839,131014
42065,PA,2020,31050,339,337,1507,83101
42067,PA,2020,15142,158,141,768,44207
42069,PA,2020,360376,2134,1085,8199,255153
42071,PA,2020,524303,3341,4183,19801,816851
42073,PA,2020,109191,653,501,2765,137921
42075,PA,2020,120297,873,989,4650,223065
42077,PA,2020,475591,3278,2166,11651,413857
42079,PA,2020,385895,3456,1519,10300,402350
42081,PA,2020,93919,965,821,3949,199125
42083,PA,2020,32689,403,285,1581,65089
42085,PA,2020,139091,1073,744,4683,169620
42087,PA,2020,27852,264,229,1288,74758
42089,PA,2020,202558,1319,1043,4675,178508
42091,PA,2020,1462380,6816,5186,27598,1009488
42093,PA,2020,18067,132,156,721,29221
42095,PA,2020,410763,3012,2001,11346,385085
42097,PA,2020,78138,956,654,3351,133319
42099,PA,2020,32545,309,409,1716,85190
42101,PA,2020,3363988,8206,4847,28464,686234
42103,PA,2020,59964,498,322,1754,82356
42105,PA,2020,11530,146,99,546,34328
42107,PA,2020,145789,1713,1005,4917,224398
42109,PA,2020,26865,271,247,1215,65210
42111,PA,2020,63214,487,423,2529,148535
42113,PA,2020,6217,91,55,224,12603
42115,PA,2020,40507,459,309,1648,71330
42117,PA,2020,30657,404,378,1595,73678
42119,PA,2020,37006,373,284,1296,61590
42121,PA,2020,48297,467,374,2138,88237
42123,PA,2020,42324,466,347,1856,66698
42125,PA,2020,261063,1442,1310,7023,322460
42127,PA,2020,49451,625,261,1698,85393
42129,PA,2020,417807,2601,2350,11841,633911
42131,PA,2020,28906,344,218,1013,47047
42133,PA,2020,428327,3305,3624,16371,699755
44001,RI,2020,91667,1283,326,3713,55431
44003,RI,2020,266966,4140,1065,12610,204674
44005,RI,2020,145061,2427,504,6227,92598
44007,RI,2020,922153,12352,2291,33076,493943
44009,RI,2020,217499,4850,861,11144,155824
(blank),RI,2020,2181,0,6,57,191
45001,SC,2020,25133,89,88,760,37109
45003,SC,2020,145361,950,982,6365,256785
45005,SC,2020,16682,36,19,205,5361
45007,SC,2020,135106,955,1123,6416,300378
45009,SC,2020,24250,36,31,353,13309
45011,SC,2020,26882,62,78,530,28936
45013,SC,2020,174793,1060,941,5599,235516
45015,SC,2020,170074,740,1485,7341,233564
45017,SC,2020,21949,78,58,461,22158
45019,SC,2020,488247,3374,3177,19620,444717
45021,SC,2020,40125,192,186,1283,81819
45023,SC,2020,39921,135,108,940,39394
45025,SC,2020,42929,133,109,872,50942
45027,SC,2020,46832,106,67,634,40823
45029,SC,2020,46468,160,178,1101,50530
45031,SC,2020,81152,243,260,1732,85505
45033,SC,2020,36963,82,38,597,31796
45035,SC,2020,130031,715,1219,5998,186100
45037,SC,2020,27487,104,120,680,38243
45039,SC,2020,40722,111,78,734,23105
45041,SC,2020,153088,588,503,3362,172377
45043,SC,2020,77541,363,237,2050,93333
45045,SC,2020,415626,3086,4179,23305,720096
45047,SC,2020,64269,358,318,2273,96192
45049,SC,2020,31871,61,44,426,20040
45051,SC,2020,235014,1802,1255,8804,435592
45053,SC,2020,31773,166,92,834,25146
45055,SC,2020,61457,301,344,2171,96874
45057,SC,2020,74720,254,492,2527,114397
45059,SC,2020,57069,280,238,1936,93468
45061,SC,2020,31324,50,71,449,17293
45063,SC,2020,200205,1841,1935,11636,449692
45065,SC,2020,15118,58,28,270,14614
45067,SC,2020,51862,93,63,767,32011
45069,SC,2020,35182,85,69,566,23105
45071,SC,2020,35707,270,152,1483,55482
45073,SC,2020,52409,539,443,2991,130826
45075,SC,2020,156096,276,172,1641,75023
45077,SC,2020,66060,768,793,5134,199609
45079,SC,2020,589677,3088,2027,14021,328204
45081,SC,2020,18110,77,75,515,30697
45083,SC,2020,239208,1527,1702,9887,415966
45085,SC,2020,137506,422,355,2476,111589
45087,SC,2020,31293,126,96,812,41637
45089,SC,2020,58623,108,81,680,29543
45091,SC,2020,221127,1238,1807,10136,342537
46003,SD,2020,3001,0,36,225,5480
46005,SD,2020,17052,0,166,936,26811
46007,SD,2020,3119,0,23,183,4145
46009,SD,2020,6414,0,45,407,11846
46011,SD,2020,34012,0,457,2053,41273
46013,SD,2020,43397,0,429,2284,56027
46015,SD,2020,4891,0,67,368,9033
46017,SD,2020,2433,0,14,55,1039
46019,SD,2020,5792,0,132,694,18908
46021,SD,2020,1004,0,9,93,4105
46023,SD,2020,8857,0,54,349,14034
46025,SD,2020,4044,0,40,248,7351
46027,SD,2020,18407,0,159,772,14063
46029,SD,2020,26189,0,366,1476,44288
46031,SD,2020,4163,0,14,204,3634
46033,SD,2020,7680,0,120,729,18533
46035,SD,2020,17798,0,193,967,30264
46037,SD,2020,8617,0,43,357,9482
46039,SD,2020,5061,0,42,333,7979
46041,SD,2020,7040,0,45,217,4517
46043,SD,2020,1942,0,23,153,8340
46045,SD,2020,3679,0,30,264,8139
46047,SD,2020,6811,0,111,635,14593
46049,SD,2020,1965,0,20,139,5175
46051,SD,2020,8414,0,71,512,13612
46053,SD,2020,3747,0,32,269,9473
46055,SD,2020,890,0,6,101,5786
46057,SD,2020,5104,0,64,377,11564
46059,SD,2020,3233,0,30,224,8214
46061,SD,2020,3904,0,38,187,8666
46063,SD,2020,462,0,16,102,4010
46065,SD,2020,16135,0,248,1007,32418
46067,SD,2020,5848,0,61,388,15593
46069,SD,2020,1153,0,10,73,3408
46071,SD,2020,2370,0,18,155,4202
46073,SD,2020,2478,0,15,123,3813
46075,SD,2020,685,0,11,94,2975
46077,SD,2020,6103,0,56,373,9886
46079,SD,2020,14979,0,124,864,20214
46081,SD,2020,23452,0,538,2148,43792
46083,SD,2020,46228,0,798,2539,78237
46085,SD,2020,3563,0,30,193,5750
46087,SD,2020,5682,0,63,372,10790
46089,SD,2020,1791,0,27,162,6056
46091,SD,2020,5972,0,33,256,6471
46093,SD,2020,17395,0,510,1924,48614
46095,SD,2020,1867,0,22,100,2725
46097,SD,2020,2849,0,31,156,4240
46099,SD,2020,204960,0,2595,9914,248502
46101,SD,2020,8241,0,76,368,9876
46103,SD,2020,92943,0,1849,6871,175374
46105,SD,2020,1960,0,29,352,7607
46107,SD,2020,2082,0,14,117,6431
46109,SD,2020,12569,0,75,503,12845
46111,SD,2020,2436,0,23,174,4665
46113,SD,2020,16480,0,74,342,1835
46115,SD,2020,7519,0,61,368,11504
46117,SD,2020,2561,0,28,199,6515
46119,SD,2020,1151,0,19,116,3934
46121,SD,2020,11188,0,44,299,3455
46123,SD,2020,4379,0,40,284,12133
46125,SD,2020,8252,0,119,563,17078
46127,SD,2020,16336,0,186,772,27494
46129,SD,2020,4215,0,49,322,10986
46135,SD,2020,24214,0,303,1437,33681
46137,SD,2020,2782,0,21,121,2229
47001,TN,2020,68724,316,,3864,114237
47003,TN,2020,28483,80,,1385,60350
47005,TN,2020,15475,62,,582,23575
47007,TN,2020,8335,35,,427,19764
47009,TN,2020,87949,379,,6403,214337
47011,TN,2020,52509,271,,4135,166836
47013,TN,2020,24539,74,,1137,52983
47015,TN,2020,11170,45,,575,20675
47017,TN,2020,22650,65,,944,43709
47019,TN,2020,31472,157,,2026,95711
47021,TN,2020,31529,139,,1702,62737
47023,TN,2020,10450,25,,633,27877
47025,TN,2020,17419,60,,874,45468
47027,TN,2020,7331,19,,272,11412
47029,TN,2020,18462,93,,1073,53832
47031,TN,2020,40429,151,,2518,79146
47033,TN,2020,11481,42,,331,22347
47035,TN,2020,42050,223,,2170,107806
47037,TN,2020,902980,2920,,35408,577040
47039,TN,2020,9213,22,,457,18404
47041,TN,2020,15535,63,,628,26167
47043,TN,2020,41491,120,,2182,71422
47045,TN,2020,24854,88,,916,56457
47047,TN,2020,37210,44,,1243,68969
47049,TN,2020,10606,28,,570,31221
47051,TN,2020,37079,190,,1573,62006
47053,TN,2020,42171,101,,1560,75326
47055,TN,2020,25389,79,,852,42110
47057,TN,2020,11285,46,,676,34609
47059,TN,2020,38284,185,,2615,104131
47061,TN,2020,11358,37,,439,17172
47063,TN,2020,36606,181,,1983,91255
47065,TN,2020,362896,1290,,17684,477594
47067,TN,2020,3229,17,,212,10429
47069,TN,2020,30402,38,,637,29200
47071,TN,2020,16227,49,,905,43572
47073,TN,2020,32044,147,,1865,89707
47075,TN,2020,25431,20,,363,18175
47077,TN,2020,16044,46,,768,44763
47079,TN,2020,27924,125,,1303,49403
47081,TN,2020,18715,58,,820,30087
47083,TN,2020,9022,16,,399,10518
47085,TN,2020,19179,65,,713,24349
47087,TN,2020,12527,36,,387,15330
47089,TN,2020,28253,121,,1868,79831
47091,TN,2020,9177,54,,585,29482
47093,TN,2020,410804,1772,,25498,650533
47095,TN,2020,5469,11,,158,7285
47097,TN,2020,23279,27,,472,27600
47099,TN,2020,28649,98,,1342,66655
47101,TN,2020,9685,63,,501,18983
47103,TN,2020,22064,72,,1357,54975
47105,TN,2020,34594,132,,2385,96152
47107,TN,2020,30052,142,,1649,80978
47109,TN,2020,17671,47,,964,41768
47111,TN,2020,11789,30,,562,32800
47113,TN,2020,105032,173,,2913,130095
47115,TN,2020,25457,74,,1037,41138
47117,TN,2020,24331,94,,1168,42744
47119,TN,2020,72838,207,,3496,125684
47121,TN,2020,7549,12,,377,17636
47123,TN,2020,27051,78,,1433,70999
47125,TN,2020,143265,359,,7668,183207
47127,TN,2020,4846,27,,329,12088
47129,TN,2020,11760,39,,680,29302
47131,TN,2020,24249,99,,1056,52030
47133,TN,2020,19227,46,,690,30065
47135,TN,2020,6762,28,,327,10801
47137,TN,2020,4599,12,,162,10781
47139,TN,2020,12022,46,,571,27094
47141,TN,2020,54911,228,,3344,103983
47143,TN,2020,17231,74,,1157,48742
47145,TN,2020,42373,211,,2698,91260
47147,TN,2020,53049,148,,2523,104496
47149,TN,2020,231920,1024,,13160,352367
47151,TN,2020,11144,31,,509,32183
47153,TN,2020,9191,37,,600,22566
47155,TN,2020,47861,259,,3662,152179
47157,TN,2020,1350051,2860,,27917,826613
47159,TN,2020,17875,42,,757,27810
47161,TN,2020,12723,50,,575,19234
47163,TN,2020,104505,520,,6602,267217
47165,TN,2020,129464,482,,6892,272277
47167,TN,2020,41365,96,,1889,95065
47169,TN,2020,8489,15,,330,10603
47171,TN,2020,11835,40,,703,31119
47173,TN,2020,10656,30,,493,27949
47175,TN,2020,5271,8,,238,8806
47177,TN,2020,31907,105,,1533,51016
47179,TN,2020,91634,375,,5740,192144
47181,TN,2020,7865,43,,392,26528
47183,TN,2020,25090,91,,1314,50786
47185,TN,2020,18437,58,,911,38370
47187,TN,2020,174666,536,,12263,385699
47189,TN,2020,99037,308,,6550,208146
48001,TX,2020,25486,153,134,862,73817
48003,TX,2020,4824,38,60,302,23253
48005,TX,2020,53153,320,274,1439,122196
48007,TX,2020,16368,213,103,598,42461
48009,TX,2020,3976,40,45,207,21788
48011,TX,2020,691,11,2,51,5245
48013,TX,2020,28818,188,143,717,47446
48015,TX,2020,15333,145,123,658,53868
48017,TX,2020,2967,8,14,92,9206
48019,TX,2020,11509,187,120,749,45127
48021,TX,2020,64361,999,531,3082,88294
48023,TX,2020,2137,27,22,100,7774
48025,TX,2020,21669,93,93,500,29434
